,participant,list,condition,trial_id,phase,target,target_sum_duration_Left,target_sum_duration_Right,foil,foil_sum_duration_Left,foil_sum_duration_Right,distractor,distractor_sum_duration_Left,distractor_sum_duration_Right,informative_foil,informative_target
543,P09,A,ambig,A8,elmo,tree1,633041,899699,tree2,866574,600110,pencil,0,99965,FALSE,FALSE
544,P09,A,ambig,A8,peppa,tree1,866600,533330,tree2,1166896,1066591,pencil,0,99987,FALSE,FALSE
545,P09,A,ambig,A8,start,tree1,333327,333327,tree2,366629,366633,pencil,1933143,2033127,FALSE,FALSE
493,P09,A,control,A10,elmo,book1,233274,266641,bus2,0,133239,apple,0,0,FALSE,FALSE
494,P09,A,control,A10,peppa,book1,0,0,bus2,299980,0,apple,0,0,FALSE,FALSE
495,P09,A,control,A10,start,book1,366623,299968,bus2,1033282,699995,apple,233279,966542,FALSE,FALSE
496,P09,A,control,A11,elmo,book2,1099629,633395,bird1,0,733548,playground,0,0,FALSE,FALSE
497,P09,A,control,A11,peppa,book2,99989,99989,bird1,2932705,2932705,playground,0,99916,FALSE,FALSE
498,P09,A,control,A11,start,book2,1366554,866625,bird1,299997,233295,playground,333385,166740,FALSE,FALSE
499,P09,A,control,A12,500ms,bus1,0,0,car2,234002,133291,flashlight,100045,0,FALSE,FALSE
500,P09,A,control,A12,elmo,bus1,2399478,1966456,car2,299309,0,flashlight,0,0,FALSE,FALSE
501,P09,A,control,A12,peppa,bus1,0,0,car2,1999655,1333182,flashlight,0,0,FALSE,FALSE
502,P09,A,control,A12,start,bus1,1233139,1366796,car2,1133224,933252,flashlight,666816,566335,FALSE,FALSE
503,P09,A,control,A13,500ms,car1,0,0,cat2,0,166591,dolphin,99898,233220,FALSE,FALSE
504,P09,A,control,A13,elmo,car1,0,566602,cat2,233367,0,dolphin,366720,699903,FALSE,FALSE
505,P09,A,control,A13,peppa,car1,633279,600047,cat2,1933136,2132999,dolphin,0,99983,FALSE,FALSE
506,P09,A,control,A13,start,car1,566698,866653,cat2,599944,0,dolphin,699846,733253,FALSE,FALSE
507,P09,A,control,A14,500ms,cat1,0,0,chair2,0,0,hairbrush,266692,366621,FALSE,FALSE
508,P09,A,control,A14,elmo,cat1,2533099,2532965,chair2,0,0,hairbrush,1099878,1066489,FALSE,FALSE
509,P09,A,control,A14,peppa,cat1,0,0,chair2,5432703,5632643,hairbrush,266731,166735,FALSE,FALSE
510,P09,A,control,A14,start,cat1,2699706,2799701,chair2,99989,99989,hairbrush,499964,466631,FALSE,FALSE
511,P09,A,control,A15,500ms,chair1,0,0,dog2,0,0,kangaroo,367228,433309,FALSE,FALSE
512,P09,A,control,A15,elmo,chair1,2066630,1033254,dog2,0,0,kangaroo,133295,266512,FALSE,FALSE
513,P09,A,control,A15,peppa,chair1,0,99984,dog2,366649,2133870,kangaroo,199955,0,FALSE,FALSE
514,P09,A,control,A15,start,chair1,266742,133343,dog2,199969,333267,kangaroo,733227,133275,FALSE,FALSE
515,P09,A,control,A16,500ms,dog1,0,233366,bike2,0,0,rainbow,0,0,FALSE,FALSE
516,P09,A,control,A16,elmo,dog1,533248,3666237,bike2,0,166566,rainbow,199983,0,FALSE,FALSE
517,P09,A,control,A16,peppa,dog1,0,133305,bike2,1266518,533279,rainbow,99993,0,FALSE,FALSE
518,P09,A,control,A16,start,dog1,1666614,1299997,bike2,733356,833344,rainbow,333286,299991,FALSE,FALSE
546,P09,A,control,A9,500ms,bike1,99978,0,bird2,2433331,1966828,candle,400035,0,FALSE,FALSE
547,P09,A,control,A9,start,bike1,799866,1399777,bird2,800002,633168,candle,866615,799924,FALSE,FALSE
548,P10,B,ambig,B1,500ms,fish2,432631,432627,fish1,0,0,playdoh,0,0,FALSE,FALSE
549,P10,B,ambig,B1,elmo,fish2,1533067,1199850,fish1,1233239,1399888,playdoh,399935,399935,FALSE,FALSE
550,P10,B,ambig,B1,peppa,fish2,2399330,2699188,fish1,1766465,2066506,playdoh,833346,866579,FALSE,FALSE
551,P10,B,ambig,B1,start,fish2,199994,199994,fish1,533272,533272,playdoh,2400124,2566775,FALSE,FALSE
580,P10,B,ambig,B2,500ms,flower2,333236,333236,flower1,0,0,cane,0,0,FALSE,FALSE
581,P10,B,ambig,B2,elmo,flower2,2066470,1899754,flower1,466669,1299903,cane,266493,266493,FALSE,FALSE
582,P10,B,ambig,B2,peppa,flower2,699922,733261,flower1,1966505,2033046,cane,0,0,FALSE,FALSE
583,P10,B,ambig,B2,start,flower2,1432568,1132652,flower1,499791,499791,cane,933363,966563,FALSE,FALSE
584,P10,B,ambig,B3,500ms,clock2,433190,399881,clock1,0,0,cake,0,0,FALSE,FALSE
585,P10,B,ambig,B3,elmo,clock2,1399894,1466536,clock1,1233097,933116,cake,1099849,1099849,FALSE,FALSE
586,P10,B,ambig,B3,peppa,clock2,1033279,1033279,clock1,1566579,1533303,cake,0,0,FALSE,FALSE
587,P10,B,ambig,B3,start,clock2,3032971,3032947,clock1,233478,233478,cake,333276,333276,FALSE,FALSE
588,P10,B,ambig,B4,500ms,cup2,466735,433210,cup1,0,0,dress,0,0,FALSE,FALSE
589,P10,B,ambig,B4,elmo,cup2,4566223,4532858,cup1,99512,99512,dress,299982,299982,FALSE,FALSE
590,P10,B,ambig,B4,peppa,cup2,466793,466793,cup1,2600437,2600389,dress,167128,167128,FALSE,FALSE
591,P10,B,ambig,B4,start,cup2,0,0,cup1,1333245,1366532,dress,2066511,2066519,FALSE,FALSE
592,P10,B,ambig,B5,500ms,shoe2,466606,466606,shoe1,0,0,paintbrush,0,0,FALSE,FALSE
593,P10,B,ambig,B5,elmo,shoe2,3833073,3666313,shoe1,300001,366619,paintbrush,499871,500079,FALSE,FALSE
594,P10,B,ambig,B5,peppa,shoe2,366675,366675,shoe1,1866450,1866509,paintbrush,1033167,1033167,FALSE,FALSE
595,P10,B,ambig,B5,start,shoe2,1399899,1598713,shoe1,1866534,1499879,paintbrush,0,0,FALSE,FALSE
596,P10,B,ambig,B6,500ms,spoon2,333275,0,spoon1,0,0,comb,0,0,FALSE,FALSE
597,P10,B,ambig,B6,elmo,spoon2,2333105,1899853,spoon1,166640,0,comb,0,0,FALSE,FALSE
598,P10,B,ambig,B6,peppa,spoon2,933232,1033213,spoon1,2299638,1999853,comb,399975,399975,FALSE,FALSE
599,P10,B,ambig,B6,start,spoon2,366626,366626,spoon1,766752,766752,comb,666643,666643,FALSE,FALSE
600,P10,B,ambig,B7,elmo,toothbrush2,1333158,1366507,toothbrush1,1666519,1666490,door,866577,866577,FALSE,FALSE
601,P10,B,ambig,B7,peppa,toothbrush2,833220,566598,toothbrush1,2966300,1199887,door,300025,300025,FALSE,FALSE
602,P10,B,ambig,B7,start,toothbrush2,0,0,toothbrush1,866498,633266,door,1199718,866559,FALSE,FALSE
603,P10,B,ambig,B8,elmo,tree2,1733166,1766476,tree1,466475,366565,pencil,0,0,FALSE,FALSE
604,P10,B,ambig,B8,peppa,tree2,233315,0,tree1,600185,0,pencil,0,0,FALSE,FALSE
605,P10,B,ambig,B8,start,tree2,1599842,1599842,tree1,1833070,1799670,pencil,199984,199984,FALSE,FALSE
552,P10,B,control,B10,500ms,bird2,333206,333206,book1,0,0,playground,0,0,FALSE,FALSE
553,P10,B,control,B10,elmo,bird2,2666686,2666462,book1,0,0,playground,1199819,1199798,FALSE,FALSE
554,P10,B,control,B10,peppa,bird2,833348,833348,book1,3132982,3099732,playground,1099816,1099821,FALSE,FALSE
555,P10,B,control,B10,start,bird2,200068,200068,book1,399928,399928,playground,3332704,3332966,FALSE,FALSE
556,P10,B,control,B11,500ms,book2,0,0,bus1,100077,233226,apple,0,0,FALSE,FALSE
557,P10,B,control,B11,elmo,book2,1199685,1433032,bus1,699998,533139,apple,0,0,FALSE,FALSE
558,P10,B,control,B11,peppa,book2,0,0,bus1,1266556,999715,apple,0,0,FALSE,FALSE
559,P10,B,control,B11,start,book2,0,0,bus1,1433227,1066661,apple,0,133320,FALSE,FALSE
560,P10,B,control,B12,500ms,bus2,366628,433395,car1,0,0,flashlight,0,0,FALSE,FALSE
561,P10,B,control,B12,elmo,bus2,1633047,1699740,car1,0,633217,flashlight,0,0,FALSE,FALSE
562,P10,B,control,B12,peppa,bus2,233354,266618,car1,2633219,2166226,flashlight,0,0,FALSE,FALSE
563,P10,B,control,B12,start,bus2,1366684,1266580,car1,466613,366618,flashlight,1299797,1833174,FALSE,FALSE
564,P10,B,control,B13,500ms,car2,0,0,cat1,366603,366603,dolphin,0,0,FALSE,FALSE
565,P10,B,control,B13,elmo,car2,2199523,3466236,cat1,266658,499826,dolphin,0,0,FALSE,FALSE
566,P10,B,control,B13,peppa,car2,966616,366653,cat1,3032962,2566521,dolphin,0,0,FALSE,FALSE
567,P10,B,control,B13,start,car2,1133328,1033265,cat1,1166596,1133257,dolphin,999829,1033207,FALSE,FALSE
568,P10,B,control,B14,500ms,cat2,0,0,chair1,0,0,hairbrush,0,0,FALSE,FALSE
569,P10,B,control,B14,elmo,cat2,0,0,chair1,0,0,hairbrush,0,266630,FALSE,FALSE
570,P10,B,control,B14,peppa,cat2,0,0,chair1,0,0,hairbrush,0,133258,FALSE,FALSE
571,P10,B,control,B14,start,cat2,0,99984,chair1,0,0,hairbrush,0,99932,FALSE,FALSE
572,P10,B,control,B15,500ms,chair2,0,0,dog1,233441,400086,kangaroo,0,0,FALSE,FALSE
573,P10,B,control,B15,elmo,chair2,2999923,2999923,dog1,299966,266657,kangaroo,1432706,1432616,FALSE,FALSE
574,P10,B,control,B15,peppa,chair2,0,0,dog1,2498889,2565533,kangaroo,1266570,1299958,FALSE,FALSE
575,P10,B,control,B15,start,chair2,733936,733936,dog1,1099807,1066744,kangaroo,2099645,2132961,FALSE,FALSE
576,P10,B,control,B16,500ms,dog2,265541,265541,bike1,0,0,rainbow,0,0,FALSE,FALSE
577,P10,B,control,B16,elmo,dog2,1866539,2899697,bike1,133214,133214,rainbow,0,0,FALSE,FALSE
578,P10,B,control,B16,peppa,dog2,0,299200,bike1,3132963,3166331,rainbow,0,0,FALSE,FALSE
579,P10,B,control,B16,start,dog2,1799657,1832928,bike1,1665811,1699131,rainbow,133332,100010,FALSE,FALSE
606,P10,B,control,B9,500ms,bike2,133308,133308,bird1,0,0,candle,0,0,FALSE,FALSE
607,P10,B,control,B9,elmo,bike2,3166458,3333050,bird1,0,0,candle,166411,166411,FALSE,FALSE
608,P10,B,control,B9,peppa,bike2,166663,199971,bird1,1166504,1166504,candle,366621,366621,FALSE,FALSE
609,P10,B,control,B9,start,bike2,1033229,1033229,bird1,599840,666627,candle,2099834,2099855,FALSE,FALSE
610,P11,C,ambig,C1,500ms,bike1,0,0,bike2,466520,466520,candle,0,0,FALSE,FALSE
611,P11,C,ambig,C1,elmo,bike1,2699905,2766371,bike2,1033154,1033154,candle,233252,233252,FALSE,FALSE
612,P11,C,ambig,C1,peppa,bike1,0,0,bike2,3233235,3266579,candle,0,0,FALSE,FALSE
613,P11,C,ambig,C1,start,bike1,1133268,1033237,bike2,933523,966840,candle,1633198,1633194,FALSE,FALSE
637,P11,C,ambig,C2,500ms,bird1,399900,399900,bird2,0,0,playground,0,0,FALSE,FALSE
638,P11,C,ambig,C2,elmo,bird1,3433206,3366534,bird2,733263,733244,playground,299979,299979,FALSE,FALSE
639,P11,C,ambig,C2,peppa,bird1,599951,566618,bird2,3132995,3133015,playground,0,0,FALSE,FALSE
640,P11,C,ambig,C2,start,bird1,0,0,bird2,599603,600167,playground,3266560,3267477,FALSE,FALSE
641,P11,C,ambig,C3,500ms,book1,133315,133315,book2,166563,166563,apple,0,0,FALSE,FALSE
642,P11,C,ambig,C3,elmo,book1,3566009,3332909,book2,599438,599438,apple,0,0,FALSE,FALSE
643,P11,C,ambig,C3,peppa,book1,566607,533275,book2,2033206,1799835,apple,199337,166002,FALSE,FALSE
644,P11,C,ambig,C3,start,book1,633267,633267,book2,666534,666534,apple,1000114,1033352,FALSE,FALSE
645,P11,C,ambig,C4,500ms,bus1,0,0,bus2,433205,333243,flashlight,0,0,FALSE,FALSE
646,P11,C,ambig,C4,elmo,bus1,2866254,2766367,bus2,1133235,966835,flashlight,299556,299556,FALSE,FALSE
647,P11,C,ambig,C4,peppa,bus1,1333226,1266505,bus2,1932966,1932960,flashlight,0,0,FALSE,FALSE
648,P11,C,ambig,C4,start,bus1,333240,299953,bus2,366573,366573,flashlight,2999437,2999437,FALSE,FALSE
649,P11,C,ambig,C5,500ms,car1,333311,333311,car2,0,0,dolphin,0,0,TRUE,TRUE
650,P11,C,ambig,C5,elmo,car1,4732921,4933558,car2,0,0,dolphin,266560,266560,TRUE,TRUE
651,P11,C,ambig,C5,peppa,car1,1799344,1766079,car2,3066429,2966492,dolphin,0,0,TRUE,TRUE
652,P11,C,ambig,C5,start,car1,533193,533193,car2,299958,266637,dolphin,2966101,2999476,TRUE,TRUE
653,P11,C,ambig,C6,elmo,cat1,5565672,2366101,cat2,0,0,hairbrush,0,0,FALSE,TRUE
654,P11,C,ambig,C6,peppa,cat1,666666,666603,cat2,5267775,5134837,hairbrush,0,0,FALSE,TRUE
655,P11,C,ambig,C6,start,cat1,1299794,1066758,cat2,1599848,1733186,hairbrush,0,0,FALSE,TRUE
656,P11,C,ambig,C7,elmo,chair1,1899897,1866583,chair2,0,0,kangaroo,3532818,3499492,,
657,P11,C,ambig,C7,peppa,chair1,233297,233297,chair2,2366329,3032939,kangaroo,766579,766579,,
658,P11,C,ambig,C7,start,chair1,0,0,chair2,299952,299952,kangaroo,3599747,3733036,,
659,P11,C,ambig,C8,500ms,dog1,466542,433203,dog2,0,0,rainbow,0,0,FALSE,FALSE
660,P11,C,ambig,C8,elmo,dog1,3299875,3232705,dog2,1299909,1399940,rainbow,0,0,FALSE,FALSE
661,P11,C,ambig,C8,peppa,dog1,799439,799550,dog2,2333037,2366392,rainbow,0,0,FALSE,FALSE
662,P11,C,ambig,C8,start,dog1,1066603,1066443,dog2,2566294,2599690,rainbow,166641,166641,FALSE,FALSE
614,P11,C,control,C10,500ms,flower1,266878,433500,cup2,0,0,cane,0,0,TRUE,FALSE
615,P11,C,control,C10,elmo,flower1,2566647,2633126,cup2,0,0,cane,133302,0,TRUE,FALSE
616,P11,C,control,C10,peppa,flower1,999766,1233287,cup2,2566180,2766485,cane,0,0,TRUE,FALSE
617,P11,C,control,C10,start,flower1,1566675,1599995,cup2,966553,966553,cane,733335,0,TRUE,FALSE
618,P11,C,control,C11,elmo,cup1,4199511,2566395,clock2,0,0,cake,566583,533243,FALSE,FALSE
619,P11,C,control,C11,peppa,cup1,1133680,899838,clock2,7832552,7832603,cake,5099605,5332853,FALSE,FALSE
620,P11,C,control,C11,start,cup1,0,0,clock2,233314,233314,cake,2799723,2766411,FALSE,FALSE
621,P11,C,control,C12,500ms,clock1,966863,966534,shoe2,3032904,3133527,dress,266551,266551,FALSE,
622,P11,C,control,C12,start,clock1,5399652,5133726,shoe2,2632955,2600094,dress,1666105,1666312,FALSE,
623,P11,C,control,C13,500ms,shoe1,266601,266601,spoon2,0,0,paintbrush,0,0,FALSE,FALSE
624,P11,C,control,C13,elmo,shoe1,4566161,4499416,spoon2,0,0,paintbrush,0,0,FALSE,FALSE
625,P11,C,control,C13,peppa,shoe1,1233215,1266535,spoon2,2666433,2366395,paintbrush,0,0,FALSE,FALSE
626,P11,C,control,C13,start,shoe1,1566618,1733216,spoon2,1066577,1033252,paintbrush,566624,566624,FALSE,FALSE
627,P11,C,control,C14,elmo,spoon1,4499516,4266191,toothbrush2,233298,233298,comb,0,0,FALSE,FALSE
628,P11,C,control,C14,peppa,spoon1,133376,0,toothbrush2,3033357,2733126,comb,0,0,FALSE,FALSE
629,P11,C,control,C14,start,spoon1,2366441,1966509,toothbrush2,933251,766569,comb,599917,566578,FALSE,FALSE
630,P11,C,control,C15,500ms,toothbrush1,0,0,tree2,366615,466438,door,0,0,FALSE,FALSE
631,P11,C,control,C15,elmo,toothbrush1,3533404,3500144,tree2,166701,166701,door,466618,433277,FALSE,FALSE
632,P11,C,control,C15,peppa,toothbrush1,0,0,tree2,3166418,3099797,door,0,0,FALSE,FALSE
633,P11,C,control,C15,start,toothbrush1,799938,799938,tree2,699827,699827,door,1866496,1833001,FALSE,FALSE
634,P11,C,control,C16,elmo,tree1,6465942,5799238,fish2,4466259,4399615,pencil,0,0,TRUE,FALSE
635,P11,C,control,C16,peppa,tree1,0,0,fish2,3733026,2033203,pencil,0,0,TRUE,FALSE
636,P11,C,control,C16,start,tree1,299970,199972,fish2,2233252,2033305,pencil,666511,666443,TRUE,FALSE
663,P11,C,control,C9,500ms,fish1,364660,364660,flower2,0,0,playdoh,0,0,FALSE,FALSE
664,P11,C,control,C9,elmo,fish1,3832738,3866441,flower2,799839,799839,playdoh,0,0,FALSE,FALSE
665,P11,C,control,C9,peppa,fish1,233241,333232,flower2,2432423,2433148,playdoh,0,0,FALSE,FALSE
666,P11,C,control,C9,start,fish1,1633279,1666575,flower2,1499734,1532841,playdoh,533206,500018,FALSE,FALSE
667,P12,D,ambig,D1,500ms,bike2,399977,399977,bike1,0,0,candle,0,0,TRUE,TRUE
668,P12,D,ambig,D1,elmo,bike2,3333165,3499758,bike1,566603,566603,candle,733378,733378,TRUE,TRUE
669,P12,D,ambig,D1,peppa,bike2,1866477,1866461,bike1,2033182,2166431,candle,0,0,TRUE,TRUE
670,P12,D,ambig,D1,start,bike2,766598,799944,bike1,1666510,1433207,candle,1099884,1066575,TRUE,TRUE
698,P12,D,ambig,D2,500ms,bird2,0,0,bird1,166813,166813,playground,0,0,TRUE,TRUE
699,P12,D,ambig,D2,elmo,bird2,4399416,4432684,bird1,466160,466461,playground,232867,232867,TRUE,TRUE
700,P12,D,ambig,D2,peppa,bird2,866576,899916,bird1,2066440,2199602,playground,533188,533188,TRUE,TRUE
701,P12,D,ambig,D2,start,bird2,266567,266567,bird1,932937,1666212,playground,1399740,1366476,TRUE,TRUE
702,P12,D,ambig,D3,500ms,book2,0,0,book1,266627,266627,apple,100008,100008,TRUE,TRUE
703,P12,D,ambig,D3,elmo,book2,2533157,3532981,book1,0,0,apple,633317,633220,TRUE,TRUE
704,P12,D,ambig,D3,peppa,book2,299891,266709,book1,2932870,3466392,apple,699959,699949,TRUE,TRUE
705,P12,D,ambig,D3,start,book2,766766,766766,book1,333296,366633,apple,1599901,1633283,TRUE,TRUE
706,P12,D,ambig,D4,500ms,bus2,366547,0,bus1,0,0,flashlight,0,0,TRUE,TRUE
707,P12,D,ambig,D4,elmo,bus2,1666148,2466391,bus1,466528,299901,flashlight,99993,0,TRUE,TRUE
708,P12,D,ambig,D4,peppa,bus2,2099736,1899850,bus1,1733119,99997,flashlight,0,0,TRUE,TRUE
709,P12,D,ambig,D4,start,bus2,1066473,1033150,bus1,1199978,1233276,flashlight,833252,899841,TRUE,TRUE
710,P12,D,ambig,D5,500ms,car2,433528,366600,car1,0,0,dolphin,0,0,TRUE,TRUE
711,P12,D,ambig,D5,elmo,car2,3899592,3866094,car1,0,0,dolphin,99835,99835,TRUE,TRUE
712,P12,D,ambig,D5,peppa,car2,99210,99210,car1,2666116,2866325,dolphin,0,0,TRUE,TRUE
713,P12,D,ambig,D5,start,car2,2166492,2366400,car1,766599,733263,dolphin,299995,299995,TRUE,TRUE
714,P12,D,ambig,D6,500ms,cat2,0,0,cat1,0,0,hairbrush,0,0,TRUE,TRUE
715,P12,D,ambig,D6,elmo,cat2,3032995,3199727,cat1,833034,833269,hairbrush,0,0,TRUE,TRUE
716,P12,D,ambig,D6,peppa,cat2,733298,833156,cat1,2499371,2866005,hairbrush,166700,166700,TRUE,TRUE
717,P12,D,ambig,D6,start,cat2,1533090,1533090,cat1,1066476,1099818,hairbrush,1033310,1033310,TRUE,TRUE
718,P12,D,ambig,D7,500ms,chair2,0,0,chair1,0,0,kangaroo,466727,466727,TRUE,TRUE
719,P12,D,ambig,D7,elmo,chair2,1899701,1366564,chair1,0,200045,kangaroo,799860,866558,TRUE,TRUE
720,P12,D,ambig,D7,peppa,chair2,0,0,chair1,2866382,2866591,kangaroo,366622,366622,TRUE,TRUE
721,P12,D,ambig,D7,start,chair2,0,0,chair1,666515,666515,kangaroo,1633104,1899755,TRUE,TRUE
722,P12,D,ambig,D8,500ms,dog2,0,0,dog1,300135,333445,rainbow,0,0,TRUE,TRUE
723,P12,D,ambig,D8,elmo,dog2,3799659,3766278,dog1,0,0,rainbow,0,0,TRUE,TRUE
724,P12,D,ambig,D8,peppa,dog2,0,0,dog1,2899526,3366095,rainbow,266549,266549,TRUE,TRUE
725,P12,D,ambig,D8,start,dog2,2166395,2299745,dog1,666629,666629,rainbow,799944,799957,TRUE,TRUE
671,P12,D,control,D10,500ms,flower2,0,0,cup1,233327,233327,cane,133330,133330,TRUE,TRUE
672,P12,D,control,D10,elmo,flower2,4399400,3733084,cup1,600084,600084,cane,700073,0,TRUE,TRUE
673,P12,D,control,D10,peppa,flower2,0,0,cup1,2966116,2966299,cane,199880,199880,TRUE,TRUE
674,P12,D,control,D10,start,flower2,733208,733208,cup1,999977,666665,cane,699996,766502,TRUE,TRUE
675,P12,D,control,D11,500ms,cup2,0,0,clock1,0,0,cake,466680,466680,FALSE,TRUE
676,P12,D,control,D11,elmo,cup2,2466774,2466774,clock1,800045,866723,cake,1166765,1133259,FALSE,TRUE
677,P12,D,control,D11,peppa,cup2,0,0,clock1,2533005,3499483,cake,666579,666579,FALSE,TRUE
678,P12,D,control,D11,start,cup2,1033065,1033065,clock1,1299873,1299873,cake,1266321,1166533,FALSE,TRUE
679,P12,D,control,D12,500ms,clock2,0,0,shoe1,0,0,dress,0,0,FALSE,FALSE
680,P12,D,control,D12,elmo,clock2,1466670,1699976,shoe1,199862,199862,dress,1199956,1199953,FALSE,FALSE
681,P12,D,control,D12,peppa,clock2,0,0,shoe1,2699661,2699367,dress,633304,633304,FALSE,FALSE
682,P12,D,control,D12,start,clock2,1333209,1366523,shoe1,1166562,1133178,dress,1100046,1133363,FALSE,FALSE
683,P12,D,control,D13,500ms,shoe2,466615,466615,spoon1,0,0,paintbrush,0,0,FALSE,TRUE
684,P12,D,control,D13,elmo,shoe2,2733001,2766488,spoon1,0,0,paintbrush,0,0,FALSE,TRUE
685,P12,D,control,D13,peppa,shoe2,233272,233272,spoon1,2066371,733260,paintbrush,633275,733264,FALSE,TRUE
686,P12,D,control,D13,start,shoe2,1799897,1599749,spoon1,166647,166647,paintbrush,466644,466644,FALSE,TRUE
687,P12,D,control,D14,elmo,spoon2,2766478,2866354,toothbrush1,633287,633287,comb,864606,864606,FALSE,FALSE
688,P12,D,control,D14,peppa,spoon2,466499,466499,toothbrush1,2299869,2300107,comb,0,0,FALSE,FALSE
689,P12,D,control,D14,start,spoon2,366667,366667,toothbrush1,633154,666686,comb,1933238,1933238,FALSE,FALSE
690,P12,D,control,D15,500ms,toothbrush2,466688,466688,tree1,0,0,door,0,0,FALSE,FALSE
691,P12,D,control,D15,elmo,toothbrush2,3499568,3533023,tree1,133321,133321,door,366605,366605,FALSE,FALSE
692,P12,D,control,D15,peppa,toothbrush2,599882,599882,tree1,1833169,1866500,door,1066525,1066525,FALSE,FALSE
693,P12,D,control,D15,start,toothbrush2,333288,333288,tree1,899918,866592,door,2066605,2166565,FALSE,FALSE
694,P12,D,control,D16,500ms,tree2,0,0,fish1,133308,133308,pencil,0,0,FALSE,FALSE
695,P12,D,control,D16,elmo,tree2,2432958,2566570,fish1,733406,733541,pencil,899986,933312,FALSE,FALSE
696,P12,D,control,D16,peppa,tree2,299969,299969,fish1,2564300,2597632,pencil,433297,533292,FALSE,FALSE
697,P12,D,control,D16,start,tree2,533360,766774,fish1,2066427,2066427,pencil,599353,599846,FALSE,FALSE
726,P12,D,control,D9,500ms,fish2,433098,433098,flower1,0,0,playdoh,0,0,FALSE,FALSE
727,P12,D,control,D9,elmo,fish2,2733052,2733110,flower1,733242,733242,playdoh,666603,666574,FALSE,FALSE
728,P12,D,control,D9,peppa,fish2,332994,332994,flower1,2633123,2699748,playdoh,433296,433296,FALSE,FALSE
729,P12,D,control,D9,start,fish2,1399916,1400055,flower1,633267,633267,playdoh,1766484,1833132,FALSE,FALSE
730,P13,A,ambig,A1,500ms,fish1,233396,200135,fish2,0,0,playdoh,0,0,TRUE,TRUE
731,P13,A,ambig,A1,elmo,fish1,3332855,3199420,fish2,233336,233336,playdoh,0,0,TRUE,TRUE
732,P13,A,ambig,A1,peppa,fish1,166208,166208,fish2,1866580,2299913,playdoh,766614,1099899,TRUE,TRUE
733,P13,A,ambig,A1,start,fish1,903740,903740,fish2,766752,800070,playdoh,1433326,1266543,TRUE,TRUE
761,P13,A,ambig,A2,500ms,flower1,0,0,flower2,466486,466486,cane,0,0,TRUE,TRUE
762,P13,A,ambig,A2,elmo,flower1,233289,233289,flower2,5132923,4899692,cane,0,0,TRUE,TRUE
763,P13,A,ambig,A2,peppa,flower1,2333179,2299790,flower2,366643,333315,cane,0,0,TRUE,TRUE
764,P13,A,ambig,A2,start,flower1,633268,633268,flower2,1333121,1099818,cane,966634,0,TRUE,TRUE
765,P13,A,ambig,A3,500ms,clock1,233107,133003,clock2,0,0,cake,167823,167823,TRUE,TRUE
766,P13,A,ambig,A3,elmo,clock1,3299675,1866444,clock2,433208,433208,cake,0,0,TRUE,TRUE
767,P13,A,ambig,A3,peppa,clock1,0,0,clock2,2566715,2533141,cake,1133180,1166699,TRUE,TRUE
768,P13,A,ambig,A3,start,clock1,1866623,1767315,clock2,1399833,1433139,cake,399901,399901,TRUE,TRUE
769,P13,A,ambig,A4,500ms,cup1,266641,166655,cup2,0,0,dress,0,0,TRUE,TRUE
770,P13,A,ambig,A4,elmo,cup1,2533682,2566857,cup2,0,0,dress,499992,766643,TRUE,TRUE
771,P13,A,ambig,A4,peppa,cup1,0,0,cup2,2833065,3099795,dress,98357,298247,TRUE,TRUE
772,P13,A,ambig,A4,start,cup1,833201,633111,cup2,1666541,1633251,dress,1066208,1032729,TRUE,TRUE
773,P13,A,ambig,A5,500ms,shoe1,166576,166576,shoe2,0,0,paintbrush,0,0,TRUE,TRUE
774,P13,A,ambig,A5,elmo,shoe1,2632985,1566551,shoe2,733035,566578,paintbrush,199858,0,TRUE,TRUE
775,P13,A,ambig,A5,peppa,shoe1,0,0,shoe2,2632954,1233034,paintbrush,0,0,TRUE,TRUE
776,P13,A,ambig,A5,start,shoe1,966538,533294,shoe2,566517,366546,paintbrush,166661,199970,TRUE,TRUE
777,P13,A,ambig,A6,elmo,spoon1,2433181,3199759,spoon2,966491,966491,comb,0,0,TRUE,TRUE
778,P13,A,ambig,A6,peppa,spoon1,0,100070,spoon2,2499793,1899823,comb,0,0,TRUE,TRUE
779,P13,A,ambig,A6,start,spoon1,400131,533335,spoon2,866570,733262,comb,1266531,1233217,TRUE,TRUE
780,P13,A,ambig,A7,500ms,toothbrush1,299557,233329,toothbrush2,0,0,door,0,0,TRUE,TRUE
781,P13,A,ambig,A7,elmo,toothbrush1,3200274,4366242,toothbrush2,166639,166639,door,466630,833239,TRUE,TRUE
782,P13,A,ambig,A7,peppa,toothbrush1,99912,99912,toothbrush2,3399501,3333126,door,100601,100601,TRUE,TRUE
783,P13,A,ambig,A7,start,toothbrush1,800015,800015,toothbrush2,899890,833304,door,699838,599863,TRUE,TRUE
784,P13,A,ambig,A8,500ms,tree1,133345,133345,tree2,100033,100033,pencil,0,0,TRUE,TRUE
785,P13,A,ambig,A8,elmo,tree1,1366418,1133210,tree2,199846,0,pencil,399970,399970,TRUE,TRUE
786,P13,A,ambig,A8,peppa,tree1,266754,233526,tree2,3133110,3566389,pencil,0,0,TRUE,TRUE
787,P13,A,ambig,A8,start,tree1,966734,966617,tree2,1199910,1199844,pencil,699959,699959,TRUE,TRUE
